,id,uuid,creationDate,lastChangeDate,birthYear,lastNegotiation,gender,educationId,driverLicenseTypes,hasVehicle,compensation,compensationCurrencyCode,roadTimeType,businessTripReadiness,workSchedules,employments,workExperience,workExperienceMonthCount,relocation,metroStationName,resumeSpecializations,relocationAreas,languageLevels
1684,5407,8f2551cd-db40-4df9-8f65-9164946c3ecc,2014-02-23,2019-05-08,1982.0,2018-10-03,1,1,['B'],1.0,80000.0,RUR,0,2,"[0, 1, 2, 3, 4]","[0, 1, 2]",3,154,0,,"[142, 143, 373]",{},"['12.34', '6.57']"
1685,5108,8f486b17-e059-4ae6-963f-9abb4b98beb4,2012-04-11,2019-12-16,1988.0,2020-01-30,0,8,[],,80000.0,RUR,0,1,"[0, 1, 2]",[0],3,84,0,,[52],{},"['12.34', '6.58']"
1686,5174,8f4f91eb-40ac-4b13-8cc9-b633dec31c1b,2013-10-18,2021-02-16,1973.0,2020-09-15,1,1,[],,45000.0,RUR,0,1,[0],[0],3,210,0,,"[70, 83, 233]",{},"['12.34', '6.58']"
1687,3496,8f5d6f88-6939-497d-9622-a7fd0bf36855,2013-12-17,2019-03-25,1983.0,2014-01-28,0,1,[],,,,0,1,[0],[0],3,113,0,Ploschad' Vosstanija,"[342, 343, 344]",{},"['12.34', '10.57']"
1688,4245,8f70b0bc-9c5e-49f3-b31c-d684a67711fb,2008-09-25,2021-04-21,1975.0,2020-05-14,0,1,['B'],1.0,80000.0,RUR,0,1,"[0, 2, 3]","[0, 1]",3,274,1,,"[65, 196, 242]","[1, 2, 1438, 2120, 5300]","['12.34', '6.57']"
1689,3730,8f870422-5265-46ce-997a-4866bb304937,2015-08-03,2017-02-12,1984.0,2017-02-07,0,1,{},,50000.0,RUR,0,2,[0],[0],3,92,1,,"[83, 287]","[1, 2, 95]","['12.34', '6.57']"
1690,4000,8faa6b51-9321-4570-97b2-872e146682bc,2011-10-17,2021-08-03,1972.0,2021-07-13,0,8,['B'],1.0,70000.0,RUR,0,2,[0],[0],3,208,0,Sadovaja,"[414, 437, 439]",{},['12.34']
1691,4036,8faa853f-8617-4a08-b8ff-79af74f4f7a1,2013-01-29,2018-06-19,1986.0,2018-06-19,0,1,[],,,,0,1,[0],[0],3,100,1,Ploschad' Vosstanija,[82],{},"['12.34', '6.55', '9.57']"
1692,3193,8fb14445-3020-48f7-be1d-88394653bc11,2007-04-10,2021-09-04,1977.0,2021-07-06,1,1,['B'],1.0,120000.0,RUR,0,0,[0],[0],3,259,0,,"[249, 425]",{},"['12.34', '6.57']"
1693,3972,8fe9c8ff-ec7c-49d3-8c4d-5458b36b1f16,2013-11-11,2021-06-14,1982.0,2021-08-22,0,1,[],0.0,,,0,1,[0],[0],3,175,1,Elizarovskaja,[327],{},"['12.34', '6.57']"
1694,3388,906f8dbd-3b0c-4363-b256-53291070a2cf,2013-10-07,2019-12-04,1987.0,2020-02-26,1,8,[],,,,0,2,[1],[0],3,104,1,,[493],{},['12.34']
1695,3313,9071adc1-92f2-419c-99b5-0096fce36bac,2014-05-20,2017-01-19,1966.0,2016-12-27,0,8,{},,50000.0,RUR,1,2,"[0, 1, 2]","[0, 1, 2]",3,383,0,Prospekt Bol'shevikov,"[17, 482, 506]",{},"['12.34', '6.57', '6.58']"
1696,3469,90e2aca7-30e4-46ee-aed5-36f9c296983b,2010-04-05,2021-09-09,1985.0,2021-09-01,0,1,['B'],,,,0,1,"[3, 0]","[1, 0]",3,174,1,Chernaja rechka,"[226, 238, 317]","[1, 3, 4, 88]","['12.34', '8.57']"
1697,4875,9127a1f0-00e1-4fcb-a308-214834fd95bf,2011-10-25,2018-11-07,1979.0,2012-01-18,1,1,[],,20000.0,RUR,0,0,[0],[0],3,82,0,,"[149, 196, 242]",{},"['12.34', '11.57']"
1698,4620,912b1c5f-ea92-463f-ba65-ccde1cd324aa,2010-03-21,2021-07-11,1972.0,2021-06-29,0,1,[],1.0,,,0,1,[0],[0],3,197,0,Komendantskij prospekt,"[196, 256, 324]",{},['12.34']
1699,4101,9144602c-ca64-408b-8871-f4725af29cbc,2012-05-29,2019-07-25,1990.0,2019-08-22,1,1,[],,70000.0,RUR,1,2,[0],[0],3,78,0,,"[44, 344]",{},"['6.17', '12.34', '10.57']"
1700,5867,914c88e9-fe90-4be1-a6b5-9ed500d69482,2014-10-22,2020-09-01,1979.0,2020-09-04,0,8,"['B', 'C']",0.0,30000.0,RUR,0,0,"[0, 2, 1]","[0, 1, 2]",3,117,0,,"[495, 545]",{},['12.34']
1701,3363,9176aca3-8d7f-4147-88fa-e4ce68cc840a,2014-04-15,2018-09-02,1989.0,2020-04-13,1,1,['B'],1.0,,RUR,0,1,[0],[0],3,117,1,,"[95, 226, 317]","[1, 2]","['12.34', '6.57']"
1702,3328,917a3f42-b020-483b-9574-b3863404bb1a,2009-11-10,2019-04-11,1981.0,2020-02-20,1,1,['B'],1.0,80000.0,RUR,1,2,[0],[0],3,147,0,Kupchino,"[111, 112]",{},"['12.34', '6.57', '6.58']"
1703,4680,9189d643-c857-4e0e-82a0-03aa08556489,2013-04-28,2021-06-15,1974.0,2021-07-23,0,8,[],,,RUR,0,2,"[0, 1]",[0],3,281,0,Prospekt Bol'shevikov,"[17, 482]",{},['12.34']
1704,5462,91a44781-6658-4357-ac15-78fa7a17f6e6,2010-05-20,2020-10-18,1970.0,2020-01-14,0,1,[],,60000.0,RUR,0,0,[0],[0],3,110,2,,"[24, 231, 302]","[1, 2]","['12.34', '6.57', '6.58']"
1705,5735,91cd640f-62ac-4c63-996d-ad19a0c07ef4,2015-07-07,2019-08-24,1990.0,2019-08-16,0,1,"['B', 'A']",1.0,150000.0,RUR,0,1,[0],[0],3,129,1,,"[263, 451]",{},"['12.34', '9.57']"
1706,5340,91d3d5c2-2a78-4830-82aa-5dc44cfe8723,2013-07-15,2019-06-01,,2021-04-30,0,1,[],,70000.0,RUR,0,2,[0],[0],2,71,0,Parnas,"[287, 325]",{},"['12.34', '6.57']"
1707,4876,91d8cf28-50f6-49d0-9356-3f6af0eb137c,2014-10-12,2020-12-29,1989.0,2017-10-12,1,3,[],,,,0,1,"[0, 2, 3]","[1, 2]",3,146,1,Chernaja rechka,"[221, 272, 327]",{},"['12.34', '10.57']"
1708,5830,92128be3-d228-48b8-9a34-af2c8d7f68b1,2014-11-19,2017-10-09,1991.0,2015-05-27,0,1,{},,,,0,1,[0],[0],1,14,1,Parnas,[275],{},"['12.34', '6.57']"
1709,3923,92159d91-b6f0-4db8-8ba2-4379df39607b,2009-01-15,2018-05-24,1979.0,2019-02-01,1,1,[],,,,0,2,[0],[0],3,157,0,Kupchino,"[247, 254, 319]",{},"['12.34', '10.57']"
1710,3153,92245193-1dab-4587-a99c-6c4b97e710da,2011-03-24,2021-08-03,1972.0,2021-08-03,1,1,[],0.0,150000.0,RUR,0,1,[0],[0],3,329,1,,"[38, 194]",{},"['12.34', '9.57']"
1711,4128,924819a3-a3b0-44a6-9ce3-f48adccff275,2008-05-01,2021-08-31,1974.0,2021-08-20,1,1,['B'],1.0,,,0,1,[0],[0],3,269,0,,"[107, 319]",{},"['12.34', '9.57']"
1712,5128,92587284-58ec-4789-8529-f787459c258b,2015-01-24,2021-04-24,1975.0,2021-08-24,1,1,['B'],1.0,80000.0,RUR,0,1,"[3, 2, 0]","[0, 1]",3,150,1,Park Kul'tury,"[196, 231, 324]","[1, 2, 23]",['12.34']
1713,5583,9265bd26-bb92-4e54-905c-a4f4e3695eac,2013-04-02,2020-02-10,1990.0,2020-02-12,1,1,['B'],1.0,130000.0,RUR,0,1,[0],[0],3,140,1,Shodnenskaja,"[213, 230]",[2],"['12.34', '6.57']"
1714,5520,926b0268-113d-45c7-bfd5-197f574f6f1b,2014-09-28,2020-08-07,1983.0,2021-07-13,0,8,"['B', 'E', 'C', 'D']",1.0,60000.0,RUR,0,2,[0],[0],3,199,1,,"[158, 310, 482]",{},['12.34']
1715,5966,9278dc2e-c7f6-401b-97ab-99586bce5150,2013-02-06,2021-06-23,1987.0,2021-06-21,1,1,[],,50000.0,RUR,0,1,"[1, 0]",[0],3,119,0,,[469],{},"['6.17', '12.34', '8.57']"
1716,3742,92a47efb-0cae-468b-9419-46f35de95738,2012-10-02,2018-02-12,1963.0,2018-03-18,0,8,[],,,,0,1,[0],[0],2,60,0,,"[136, 275, 563]",{},['12.34']
1717,4199,92b1565a-ea6f-4926-be80-7a6ce02184e8,2015-09-10,2018-07-17,1993.0,2018-06-04,0,2,[],,30000.0,RUR,0,1,"[0, 1, 2]","[0, 1]",1,36,1,Elektrosila,"[93, 140]",{},"['12.34', '6.57']"
1718,5763,92b38983-29f3-45ac-89ee-c4cd733594e0,2006-11-10,2019-03-07,1978.0,2019-03-07,0,1,['B'],1.0,75000.0,RUR,0,1,[0],[0],3,198,0,,"[242, 324, 572]",{},['6.57']
1719,5050,92d48eaa-93bb-4ad4-8ff7-0052798de61f,2006-01-27,2018-06-09,1973.0,2020-01-10,1,1,[],,,RUR,0,0,[0],[0],3,324,0,,"[33, 342, 343]",{},"['12.34', '6.57', '6.58']"
1720,4140,92db493d-3a1b-485e-b758-8cbd6d8b8237,2012-01-12,2020-11-16,1984.0,2015-08-13,0,1,[],,45000.0,RUR,0,1,[0],[0],3,88,1,,"[142, 245, 330]",{},"['12.34', '9.57']"
1721,5531,92f63fda-62f5-44a6-bb6c-51f376eb512e,2015-08-20,2019-10-12,1987.0,2018-09-03,1,8,['B'],1.0,,,1,0,"[1, 2]","[1, 2]",3,105,0,Prospekt Veteranov,"[52, 429]",{},"['8.16', '12.34', '8.57']"
1722,5349,932b9950-2839-4c4d-9eb1-8f46e16a252e,2014-09-22,2020-07-01,1988.0,2021-08-26,0,8,[],,35000.0,RUR,0,0,[0],[0],2,67,0,,"[136, 563, 564]",{},['12.34']
1723,3944,9333e461-b1bd-486b-82a4-f6eb9b9cfee1,2014-11-04,2019-12-18,1988.0,2019-03-12,1,1,[],0.0,70000.0,RUR,0,1,[0],[0],3,80,1,Gostinyj dvor,[240],{},"['12.34', '10.57', '10.59']"
1724,5147,93b415e4-1e79-4d23-ae0e-3e0a25969671,2013-12-02,2018-12-15,1985.0,,1,1,[],,10000.0,RUR,0,1,"[2, 3]",[1],3,122,0,Prospekt Bol'shevikov,"[43, 463, 469]",{},"['12.34', '11.57']"
1725,3880,93bcf3fc-7e09-48e2-a3c7-33e6f856b17c,2016-01-21,2021-07-17,1991.0,2019-04-15,0,1,['B'],1.0,,,1,2,[3],[0],3,107,1,Prospekt Bol'shevikov,[117],{},"['12.34', '9.57']"
1726,5959,93c35eff-4c90-4ab2-865a-4c820987dc8c,2013-05-31,2018-03-29,1988.0,2018-03-06,0,6,[],,150000.0,RUR,0,2,[0],[0],3,96,1,,[117],{},"['12.34', '10.57']"
1727,3431,93ca9f9d-7b32-4787-91cd-b7a38d49e7c2,2014-07-29,2021-07-12,1976.0,2021-05-26,1,1,[],0.0,50000.0,RUR,0,0,"[2, 0, 3]","[1, 0]",3,249,0,,"[319, 336]",{},['12.34']
1728,5944,93e2221b-0446-44cf-9bdf-957e18ee93a4,2016-01-07,2017-08-26,1970.0,2017-07-18,1,1,{},,50000.0,RUR,0,2,"[0, 1]",[0],3,288,0,Ploschad' Vosstanija,"[255, 278, 332]",{},"['12.34', '6.57', '6.58', '10.59']"
1729,3702,93ecd19b-3ded-498b-a16c-c57bbf745ab3,2015-07-23,2018-07-27,1990.0,2015-08-16,1,1,[],,50000.0,RUR,0,2,[0],[0],1,37,0,Prospekt Veteranov,"[173, 243, 293]",{},"['6.16', '12.34', '6.57']"
1730,5493,94254cf0-24c1-420e-ae5e-2cd5df66caa2,2008-12-07,2018-06-01,1981.0,2018-07-10,0,1,['B'],1.0,,,0,1,[0],[0],3,216,0,,"[44, 342, 344]",{},"['12.34', '9.57', '6.58']"
1731,5289,942f315b-6b17-4972-be2a-97679e5dbccd,2010-09-06,2021-02-09,1985.0,2021-04-06,1,6,[],,40000.0,RUR,0,1,"[0, 1]","[0, 2]",3,172,1,,"[8, 318, 328]","[1, 2, 1438]","['12.34', '11.57']"
1732,4593,94922379-9f01-44bb-93cb-6d3f13f06465,2014-09-28,2021-03-08,1982.0,2015-02-03,0,1,[],,70000.0,RUR,2,1,[0],[0],3,155,0,Ploschad' Muzhestva,"[83, 233, 325]",{},"['12.34', '6.57']"
1733,3212,949ce0eb-58c9-43af-a028-b5421637baec,2015-03-05,2021-09-09,1983.0,2021-03-17,1,1,[],,80000.0,RUR,1,2,"[3, 2, 0]","[2, 0, 1]",3,197,0,Moskovskaja,"[43, 335, 469]",{},"['12.34', '9.57', '6.59']"
1734,4751,94b08c55-c034-48ea-8ae4-7fe14c2f9258,2007-04-07,2021-08-26,1982.0,2021-08-26,1,1,[],,55000.0,RUR,0,0,"[0, 1]",[0],3,84,0,,"[43, 425, 434]",{},"['12.34', '6.57']"
1735,5097,94b1dba1-c171-47c7-ad60-f65c2336bc60,2004-11-26,2018-10-07,1979.0,2019-07-22,0,1,['B'],1.0,,,1,1,[0],[0],3,169,1,Molodezhnaja,"[139, 226, 317]","[2, 21, 37, 50, 85, 203]","['12.34', '11.57']"
1736,3335,94b790ba-160b-4b60-912b-6c0a0052c1ae,2010-10-12,2019-04-19,1987.0,2019-04-17,1,6,[],,40000.0,RUR,1,1,[0],[0],3,132,0,Ladozhskaja,[417],{},['12.34']
1737,3399,95024023-fccb-4800-95c5-e8a37c3cbdde,2008-03-26,2020-01-15,1977.0,2019-10-29,1,1,[],,25000.0,RUR,0,0,[0],[0],3,153,0,,[360],{},"['12.34', '6.57', '6.59']"
1738,3294,950efeaf-bff5-4215-974f-df4716d1927e,2013-08-31,2021-01-13,1982.0,2021-04-28,1,2,[],,40000.0,RUR,0,0,"[2, 0]","[0, 1]",3,76,0,Ladozhskaja,"[43, 337, 469]",{},['12.34']
1739,5175,954bacf2-6dcf-4110-846c-329b3a119b8d,2012-09-25,2018-06-15,1986.0,2018-12-02,0,1,['B'],1.0,100000.0,RUR,0,1,"[0, 2, 3]","[0, 1, 2]",3,101,1,,"[22, 94, 139]","[1, 2, 53, 237, 1454]","['12.34', '6.57']"
1740,5963,95580ef9-8e4d-4576-868b-862464b0a2c3,2012-09-14,2021-06-28,1990.0,2020-11-16,0,2,['B'],1.0,900000.0,KZT,0,1,"[0, 2, 3]","[0, 2, 1]",3,117,1,,"[25, 295, 327]","[1, 2, 159, 1002]","['12.18', '9.57']"
1741,5602,955cc67e-acaa-4dec-989d-593169885487,2013-09-24,2020-03-15,1992.0,2017-01-19,0,1,['B'],1.0,35000.0,RUR,1,2,"[0, 1]",[0],1,35,0,Devjatkino,"[93, 346, 388]",{},"['12.34', '9.57']"
1742,4629,9566d661-5f24-4e67-8b25-bf3652c2ebb8,2011-05-24,2020-11-22,1977.0,2015-12-18,1,1,['B'],1.0,,,0,2,[0],[0],3,167,0,,"[226, 321, 345]",{},"['12.34', '11.57', '6.58', '6.59']"
1743,3467,95670fc7-438a-49d8-87d0-5a2fcd6ea824,2015-11-04,2018-07-12,1967.0,2018-07-24,1,6,[],,35000.0,RUR,0,2,[0],[0],3,92,1,Mezhdunarodnaja,"[231, 256, 324]",{},"['12.34', '6.57']"
1744,5608,958e67cc-ab95-4118-8d68-5c0fea2433fe,2011-06-16,2017-09-13,1979.0,2017-09-04,1,7,{},,35000.0,RUR,0,0,[0],[0],3,201,0,,"[25, 225, 420]",{},['12.34']
1745,5204,95ab2b2d-83b1-4674-9504-0541903b69e5,2014-10-07,2021-06-28,1989.0,2021-07-16,0,1,[],0.0,,,0,1,"[0, 1, 2, 3]","[0, 1, 2]",3,114,1,Novocherkasskaja,"[26, 90, 98]",{},"['12.34', '9.57']"
1746,5140,95d9246d-c18f-4ce9-9d4d-f54a3dd99fc1,2010-09-08,2021-07-16,1985.0,2020-01-18,0,6,[],,,,0,1,[0],[0],3,121,1,,"[17, 74, 136]",{},"['12.34', '6.57']"
1747,4515,9607b675-7b29-4643-a623-29fe5bf4d7c9,2010-05-25,2018-07-27,1978.0,2018-09-10,0,1,[],,1500.0,BYR,1,1,"[0, 2]","[0, 1]",3,230,1,,"[196, 397, 405]","[2, 41]","['12.34', '9.57']"
1748,4948,960b8b70-f8ad-4fa8-b368-1ecbb047e524,2015-04-06,2018-01-06,1996.0,2018-03-16,1,6,[],,23000.0,RUR,0,0,[2],"[1, 2]",0,2,0,Avtovo,"[255, 264, 278]",{},"['12.34', '6.57']"
1749,5933,961cb537-ef30-4a18-911d-37d69f3798bf,2015-11-12,2017-03-13,1979.0,2017-10-19,0,8,"['B', 'C', 'E']",,70000.0,RUR,0,0,[0],[0],3,136,0,,"[17, 136, 480]",{},['12.34']
1750,5099,96331439-c219-46e8-bcc7-d37a81af555c,2013-06-10,2017-09-29,1980.0,2017-11-24,0,8,['B'],,,,0,1,[0],[0],1,21,0,Prospekt Prosveschenija,[52],{},['12.34']
1751,4434,9636429e-c903-4cc2-b82d-d3e20a748a92,2014-06-19,2020-02-18,1980.0,2020-02-18,0,1,[],,,RUR,0,1,[0],[0],3,168,0,Rybatskoe,"[43, 46, 164]",{},"['12.34', '8.57']"
1752,5423,966937b6-745c-4f8a-a406-d7441b9efa84,2014-10-13,2018-07-25,1992.0,2018-08-02,0,2,['B'],1.0,40000.0,RUR,0,1,"[0, 1, 2, 3]","[0, 1, 4]",1,37,0,Prospekt Prosveschenija,"[82, 221, 273]",{},"['12.34', '6.57']"
1753,3839,9687aef5-0ddc-4868-b11b-65745c95794a,2010-04-30,2021-07-04,1985.0,2021-08-06,1,1,['B'],1.0,45000.0,RUR,1,2,"[0, 1, 3, 2]",[0],3,156,0,Moskovskaja,"[51, 368]",{},"['12.34', '6.57']"
1754,4781,96c80f4d-010f-44cb-9ff9-aa60f0a32bf5,2013-10-31,2021-04-12,1976.0,2021-07-08,0,8,[],,,,0,1,[0],[0],3,275,0,,"[53, 482]",{},['12.34']
1755,3655,9703c2d6-8af3-4ced-8df5-d657362067cf,2011-11-02,2019-02-12,1988.0,2019-02-11,1,1,[],,30000.0,RUR,1,0,[1],[0],3,94,0,,[47],{},['12.34']
1756,4763,97274faa-04b4-4018-a570-2deed8ed1244,2013-12-19,2020-11-09,1990.0,2021-05-03,0,7,[],,55000.0,RUR,0,0,"[0, 3]",[0],3,101,0,Kupchino,[514],{},"['12.34', '6.57']"
1757,3062,972d79f9-639e-4138-84dc-04c4ba6ec3bf,2011-02-27,2018-12-18,1987.0,2018-12-03,1,1,['B'],0.0,30000.0,RUR,0,0,"[1, 3, 2]","[0, 1]",3,84,2,,"[43, 337, 469]",{},"['12.34', '6.57']"
1758,4264,97336f62-0075-4747-a6b3-1e4fd1f36cc5,2014-07-25,2021-08-20,1986.0,2021-07-09,1,1,['B'],0.0,55000.0,RUR,1,2,[0],[0],3,137,0,,"[100, 469, 737]",{},"['12.34', '8.57']"
1759,3959,97791f7a-26b9-404f-98fa-43862a143c27,2014-08-25,2021-09-08,1993.0,2021-09-09,0,1,"['C', 'B']",1.0,60000.0,RUR,0,1,[0],[0],3,75,1,Moskovskaja,"[74, 136, 275]",{},"['12.34', '6.57']"
1760,4674,977dfc70-e692-46c7-8c14-217d9fb71d87,2014-02-08,2017-09-19,1977.0,2017-09-20,1,8,{},,35000.0,RUR,2,1,"[0, 1]",[0],3,341,1,Chernyshevskaja,"[32, 47, 429]",{},"['12.34', '6.57']"
1761,5324,977e8001-f08e-41f7-b5a3-5d9a297ffece,2011-04-27,2020-04-09,1975.0,2020-03-02,1,1,['B'],0.0,70000.0,RUR,2,1,[0],[0],3,158,0,Prospekt Prosveschenija,[201],{},"['12.34', '6.57']"
1762,4388,97867d9c-a6b0-499f-80df-8df12ad92329,2014-04-03,2018-11-17,,2017-05-17,1,1,[],,60000.0,RUR,1,2,"[0, 2]","[0, 1]",3,392,0,Primorskaja,"[256, 334, 440]",{},"['12.34', '6.57']"
1763,3538,97959c7f-7fb9-43ff-8b71-c7b6de796eb1,2015-10-02,2017-03-09,1990.0,2020-05-18,0,6,['B'],,30000.0,RUR,0,1,[0],[0],2,71,1,,[52],"[1, 2]",['12.34']
1764,5183,979e6041-fe98-4fad-87c9-ebf8a6c5c48d,2007-08-30,2018-12-21,1981.0,2019-02-20,1,1,[],,,,0,1,[0],[0],3,142,0,,"[205, 264, 332]",{},"['12.34', '10.57', '6.58']"
1765,3102,979edeee-06e7-4f96-af2b-4fe3c3c4ac27,2015-08-26,2021-07-30,1990.0,2017-04-06,1,1,[],,50000.0,RUR,0,2,[0],[0],3,123,0,,[332],{},"['12.34', '10.57']"
1766,4986,97a98801-6734-4cc6-9c61-43ac15464f3c,2011-05-03,2021-08-05,1989.0,2012-09-25,1,1,[],,,,0,1,[0],[0],3,116,0,Novocherkasskaja,[327],{},"['12.34', '9.57']"
1767,3952,97ae805f-ccac-4188-b869-fc8f0b40c322,2011-10-04,2021-08-26,1991.0,2021-08-14,0,4,['B'],0.0,40000.0,RUR,0,1,"[3, 2]","[1, 2]",3,168,1,Savelovskaja,"[8, 90, 230]","[2, 6, 15, 37, 149, 207, 237]","['12.34', '9.57']"
1768,3541,97d9fe7d-ae79-4067-8edc-571817eb1313,2016-01-06,2021-09-02,1980.0,2021-09-09,1,1,[],0.0,70000.0,RUR,0,1,"[0, 2, 3, 4]","[1, 0]",3,168,1,,"[43, 463, 469]",{},"['12.34', '6.57']"
1769,4723,97dec9dd-daa7-4d77-84b7-77da297fe01f,2010-10-17,2017-10-04,1975.0,2017-09-26,1,1,{},,45000.0,RUR,0,1,[0],[0],3,193,2,,"[255, 332, 429]",[2],"['12.34', '6.57', '6.58']"
1770,3155,97fd22ab-2123-4f70-b2fb-4629ecd12967,2011-09-05,2018-04-23,1986.0,2017-04-04,0,1,[],,70000.0,RUR,0,1,[0],[0],3,139,1,,"[106, 224, 257]","[1, 2, 22, 41, 53, 102, 130, 237]","['12.34', '9.57']"
1771,5813,983518d8-6658-4f74-8fb0-e36759fa0b18,2010-04-26,2021-09-06,1980.0,2020-10-13,1,1,['B'],0.0,,,1,2,[0],[0],3,154,1,,"[83, 287, 325]","[2, 113]","['12.34', '8.57']"
1772,5006,983cde64-1ce0-441f-8393-8100bcad3c3a,2011-07-06,2021-05-18,1972.0,2021-03-14,0,6,['B'],1.0,100000.0,RUR,0,2,[0],[0],3,323,1,Prospekt Veteranov,[235],[1440],"['12.34', '6.58']"
1773,3860,98696ae1-0beb-4e9e-9f10-4eda0fc7ef92,2010-11-21,2021-04-08,1992.0,2016-08-24,0,1,['B'],1.0,150000.0,RUR,0,2,"[0, 1]",[0],3,143,0,Prospekt Veteranov,"[15, 149, 324]",{},"['12.34', '6.57']"
1774,5122,98724d9c-4413-4a35-bc27-98c8fca5c636,2015-05-19,2017-02-04,1983.0,2016-11-07,0,8,{},,,RUR,0,2,[0],[0],3,116,0,Prospekt Prosveschenija,"[237, 308, 390]",{},"['12.34', '6.57']"
1775,4654,987fc34c-7349-400a-bead-3d845c4c6897,2012-10-10,2019-08-26,1979.0,2019-08-23,1,1,[],,30000.0,RUR,0,1,"[0, 1]",[0],3,166,0,,[102],{},['12.34']
1776,3912,98a09cb7-213a-47f4-bf0f-94a5f8e8a95b,2015-06-16,2021-06-17,1991.0,2021-06-10,0,1,['B'],1.0,60000.0,RUR,0,1,[0],[0],3,86,1,,"[77, 356, 462]",[2],"['12.34', '6.57']"
1777,3321,98b0776a-f460-4560-9f82-ee44c1a91bc5,2010-02-16,2020-01-20,1976.0,2020-06-16,0,8,['B'],1.0,70000.0,RUR,0,1,[0],[0],3,208,1,Kupchino,"[17, 482]",[2],"['12.34', '6.57']"
1778,4171,98e018f5-293b-42d6-94cd-ca1f7541e2dd,2015-12-23,2017-03-25,1990.0,2017-03-20,0,6,"['B', 'C']",,50000.0,RUR,0,2,"[0, 1, 2, 3]","[0, 1, 2, 4]",3,97,0,Chernyshevskaja,[387],{},"['12.34', '6.57']"
1779,5062,98e17aac-c40e-44b1-ae8b-14cfad082600,2015-06-24,2019-08-10,1990.0,2019-08-05,1,1,[],0.0,50000.0,RUR,0,1,[0],[0],3,84,0,Rybatskoe,[225],{},"['6.14', '12.34', '9.57']"
1780,5801,98ec1ea3-2993-4a0c-abeb-b595026fa23a,2015-07-14,2017-10-26,1993.0,2017-10-02,1,1,{},,37000.0,RUR,1,0,[0],[0],1,24,0,Komendantskij prospekt,"[425, 469]",{},"['12.34', '6.57']"
1781,4468,98fc5206-acac-44e2-a7cd-9e12dc3630a2,2012-09-20,2019-08-12,1989.0,2020-08-19,0,6,[],,50000.0,RUR,0,1,[0],[0],2,45,0,Sportivnaja,"[90, 148, 305]",{},"['12.34', '11.57']"
1782,5473,992455f9-b7c2-450e-bb8e-c4d9a91d24da,2009-04-30,2020-09-27,1985.0,2020-09-22,0,8,['B'],1.0,55000.0,RUR,0,1,"[1, 0, 3, 2]","[0, 1]",3,156,0,,[273],{},"['12.34', '9.57']"
1783,3131,99256982-d1aa-4aa6-894e-f72e45c798c6,2015-09-08,2019-10-21,1993.0,2019-10-18,1,1,['B'],1.0,80000.0,RUR,0,1,[0],[0],2,49,0,Komendantskij prospekt,"[83, 287, 528]",{},"['12.34', '6.57']"
1784,5845,9931a985-1be2-4de1-bf40-e05dbfbb572a,2012-11-16,2019-02-01,1989.0,2019-07-28,1,1,[],,70000.0,RUR,0,1,[0],[0],3,121,2,Zvenigorodskaja,"[118, 208, 451]","[45, 204]","['6.17', '12.34', '11.57']"
1785,5345,997ae580-c66a-4bf4-9238-cc4a55e381ee,2014-05-12,2021-05-19,1982.0,2021-05-19,1,1,['B'],1.0,60000.0,RUR,1,1,[2],[0],3,185,1,,[196],{},"['12.34', '6.57']"
1786,5259,99b57798-6393-4424-b047-46f3c5badac0,2013-10-28,2021-09-08,1970.0,2021-03-02,1,1,[],,70000.0,RUR,0,2,[0],[0],3,209,0,,"[43, 335]",{},['12.34']
1787,4834,99be049c-0e3d-4dcf-8f0d-c582305f7617,2015-05-19,2021-04-04,1976.0,2015-05-20,0,8,[],,150000.0,RUR,0,0,"[0, 1, 2, 3]","[0, 1]",3,137,0,,"[17, 482]",{},"['12.34', '6.57']"
1788,4421,99c77ea7-e7d8-4864-91a1-c3028209db9a,2007-06-08,2021-09-08,1983.0,2014-06-18,1,1,['B'],1.0,80000.0,RUR,0,0,[0],[0],3,181,0,Prospekt Bol'shevikov,[196],{},"['12.34', '6.57']"
1789,4535,99c92e8d-3090-4094-960d-9493ce5bdc04,2015-04-28,2019-01-23,1973.0,2019-03-14,0,1,"['B', 'C', 'D']",,50000.0,RUR,0,1,"[0, 1, 2]","[0, 1]",3,298,1,Prospekt Veteranov,"[17, 482]",{},['12.34']
1790,3945,99f11432-960c-4a85-b093-7b3051101f98,2010-02-28,2019-08-01,1972.0,2011-06-27,0,1,[],,,,0,0,[0],[0],3,176,2,,"[22, 94, 317]","[1, 2, 53, 76, 237]","['12.34', '6.57']"
1791,3297,99fc6ed4-b317-4701-8a2b-34409f21c59a,2010-07-19,2020-12-29,1969.0,2021-08-17,0,7,"['BE', 'E', 'B', 'CE', 'C']",1.0,95000.0,RUR,0,1,[0],[0],3,405,0,Begovaja,"[17, 480, 482]",{},['12.34']
1792,3629,9a07a66d-a4e9-47b2-9e62-40170975ff8e,2015-11-23,2017-08-07,1986.0,2017-08-18,1,1,{},,55000.0,RUR,0,2,"[0, 1, 2]",[0],3,86,0,Parnas,"[194, 216, 658]",{},"['12.34', '6.57', '6.58']"
1793,3005,9a2d0bed-b2ff-424e-86ea-2ff79e28b818,2008-02-10,2019-08-30,1989.0,2019-09-12,1,1,[],,70000.0,RUR,1,1,"[0, 1, 2, 3]","[0, 1, 2]",3,83,1,Ploschad' Muzhestva,"[247, 319, 336]",[109],"['12.34', '6.57', '10.58']"
